name,fullname,synonyms,three_letter_code,parent,drugbank_id,release_status
OJC,"(2R,3R,3aS,5S,6R,7S,8R,11R,13S,15aR)-2-(6-amino-9H-purin-9-yl)-3,6,7,11,13-pentahydroxyoctahydro-2H,5H,11H,13H-5,8-epoxy-11lambda~5~,13lambda~5~-furo[2,3-g][1,3,5,9,2,4]tetraoxadiphosphacyclotetradecine-11,13-dione",,OJC,,,REL
OJI,"(2R,3R,4S,5R)-2-(2-azanylpurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",,OJI,,,REL
OK6,"2-azanyl-9-[(1~{R},6~{R},8~{R},9~{R},10~{S},15~{R},17~{R},18~{R})-8-(4-azanyl-5-phenyl-pyrrolo[2,3-d]pyrimidin-7-yl)-3,9,12,18-tetrakis(oxidanyl)-3,12-bis(oxidanylidene)-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.2.1.0^{6,10}]octadecan-17-yl]-1~{H}-purin-6-one","2',3'-cyclic-GMP-7-deazaphenyl-AMP",OK6,,,REL
OK8,"(2~{S})-2-[[5-azanyl-1-[(2~{R},3~{R},4~{S},5~{R})-3,4-bis(oxidanyl)-5-(phosphonooxymethyl)oxolan-2-yl]imidazol-4-yl]car
bonylamino]butanedioic acid
",SAICAR,OK8,,,REL
OKA,OKADAIC ACID,"9,10-DEEPITHIO-9,10-DIDEHYDROACANTHIFOLICIN",OKA,,DB02169,REL
OKN,5'-methyl-2'-deoxycytidine-5'-phosphorothioate,,OKN,DC,,REL
OKQ,2'-O-methylcytidine-5'-phosphorothioate,,OKQ,DC,,REL
OKR,"[[(2~{R},3~{R},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-4-[[(2~{R},3~{S},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-3-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,OKR,,,REL
OKT,2'-O-methyluridine-5'-phosphorothioate,,OKT,DU,,REL
OKX,"[(2~{R},3~{R},4~{R},5~{R})-4-[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-3-oxidanyl-oxolan-2-yl]methoxy-[[oxidanyl(phosphonooxy)phosphoryl]methyl]phosphinic acid",,OKX,,,REL
OMP,OROTIDINE-5'-MONOPHOSPHATE,,OMP,,DB02957,REL
OMR,"[(2S,3R,4R,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-oxidanyl-phosphoryl]oxymethyl]-2,4-bis(oxidanyl)oxolan-3-yl] tetradecanoate",,?,,,REL
ON0,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-4,6-O-benzylidene-2-deoxy-alpha-D-glucopyranoside",,ON0,,,REL
ONA,3'-O-[2-(METHYLAMINO)BENZOYL]ADENOSINE 5'-(TETRAHYDROGEN TRIPHOSPHATE),2'(3')-O-(N-METHYLANTHRANILOYL)-ADENOSINE 5'-TRIPHOSPHATE,ONA,,,REL
ONE,1-(BETA-D-RIBOFURANOSYL)-PYRIDIN-4-ONE-5'-PHOSPHATE,,ONE,U,,REL
ONM,3'-O-(N-METHYLANTHRANILOYL)-GUANOSINE-5'-TRIPHOSPHATE,,ONM,,,REL
OO2,"[(2~{R},3~{S},4~{R},5~{R})-5-[2-chloranyl-6-(cyclopentylamino)purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxymethylphosphonic acid",,OO2,,,REL
OO4,"methyl [(1S)-1-cyclopropyl-2-({(2S,3S,5S)-5-[({[(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl]oxy}carbonyl)amino]-3-hydroxy-1,6-diphenylhexan-2-yl}amino)-2-oxoethyl]carbamate",,OO4,,,REL
OO5,"[(2~{R},3~{S},4~{R},5~{R})-5-[6-chloranyl-4-(cyclopentylamino)pyrazolo[3,4-d]pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxymethylphosphonic acid",,OO5,,,REL
OOB,5'-O-[(R)-(benzoyloxy)(hydroxy)phosphoryl]adenosine,,OOB,,,REL
OOC,octyl 4-O-beta-D-allopyranosyl-1-thio-beta-D-altropyranoside,N-BETA-OCTYL-THIO-MALTOSIDE,OOC,,,REL
OOE,"2',2'-difluoro-3',3'-cGAMP","9-[(1~{R},6~{R},8~{R},9~{R},10~{R},15~{R},17~{R},18~{R})-17-(6-aminopurin-9-yl)-9,18-bis(fluoranyl)-3,12-bis(oxidanyl)-
3,12-bis(oxidanylidene)-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.3.0.0^{6,10}]octadecan-8-yl]-2-azan
yl-1~{H}-purin-6-one
",OOE,,,REL
OOW,"{[(2R,3S,4R,5S,6R)-5-acetamido-3-hydroxy-4-(2-oxopropyl)-6-(phosphonooxy)oxan-2-yl]methoxy}phosphonic acid",,OOW,,,REL
OOZ,"(1~{R},9~{S},12~{S},13~{R},14~{S},17~{R},18~{E},21~{S},23~{S},24~{R},25~{S},27~{R})-17-ethyl-25-methoxy-12-[(~{E})-1-[(1~{R},3~{R},4~{R})-3-methoxy-4-oxidanyl-cyclohexyl]prop-1-en-2-yl]-13,19,21,27-tetramethyl-1,14,23-tris(oxidanyl)-11,28-dioxa-4-azatricyclo[22.3.1.0^{4,9}]octacos-18-ene-2,3,10,16-tetrone",,OOZ,,,REL
OP5,"(1~{R},9~{S},12~{S},13~{R},14~{S},17~{R},18~{E},21~{S},23~{S},24~{R},25~{S},27~{R})-23,25-dimethoxy-12-[(~{E})-1-[(1~{R},3~{R},4~{R})-3-methoxy-4-oxidanyl-cyclohexyl]prop-1-en-2-yl]-13,19,21,27-tetramethyl-1,14-bis(oxidanyl)-17-(2-oxidanylidenepropyl)-11,28-dioxa-4-azatricyclo[22.3.1.0^{4,9}]octacos-18-ene-2,3,10,16-tetrone",,OP5,,,REL
OP7,"methyl [(1S)-1-cyclopentyl-2-({(2S,3S,5S)-5-[({[(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl]oxy}carbonyl)amino]-3-hydroxy-1,6-diphenylhexan-2-yl}amino)-2-oxoethyl]carbamate",,OP7,,,REL
OP8,"(1aR,3R,5S,6R,7S,9R,10R,17aS,20S,21R,22S,25R,25aR)-25-Ethyl-10,22-dihydroxy-20-{(1E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl}-5,7-dimethoxy-1a,3,9,21-tetramethyloctadecahydro-2H-6,10-epoxyoxireno[p]pyrido[2,1-c][1,4]oxazacyclotricosine-11,12,18,24(1aH,14H)-tetrone",,OP8,,,REL
OPJ,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-({1-[(methoxycarbonyl)amino]cyclopentane-1-carbonyl}amino)-1,6-diphenylhexan-2-yl]carbamate",,OPJ,,,REL
OPM,pentyl alpha-D-mannopyranoside,O1-PENTYL-MANNOSE<br> pentyl alpha-D-mannoside<br> pentyl D-mannoside<br> pentyl mannoside,OPM,MAN,DB02695,REL
OQ1,"(3aR,5S,6S,7R,7aR)-5-(difluoromethyl)-2-(ethylamino)-5,6,7,7a-tetrahydro-3aH-pyrano[3,2-d][1,3]thiazole-6,7-diol",,OQ1,,,REL
OQ7,"methyl [(1S)-1-cyclopentyl-2-({(2S,4S,5S)-5-[({[(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl]oxy}carbonyl)amino]-4-hydroxy-1,6-diphenylhexan-2-yl}amino)-2-oxoethyl]carbamate",,OQ7,,,REL
OQA,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-L-alloisoleucyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,OQA,,,REL
OQD,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-L-isoleucyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,OQD,,,REL
OQG,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-L-valyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,OQG,,,REL
OQP,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,3S,5S)-3-hydroxy-5-({1-[(methoxycarbonyl)amino]cyclopentane-1-carbonyl}amino)-1,6-diphenylhexan-2-yl]carbamate",,OQP,,,REL
OQV,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,3S,5S)-3-hydroxy-5-{[N-(methoxycarbonyl)-3-methyl-L-valyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,OQV,,,REL
OQY,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-3-methyl-L-valyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,OQY,,,REL
OR1,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-5-{[(2,6-dimethylphenoxy)acetyl]amino}-4-hydroxy-1,6-diphenylhexan-2-yl]carbamate",,OR1,,,REL
ORP,2-DEOXY-5-PHOSPHONO-RIBOSE,,ORP,,,REL
ORV,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-L-alanyl]amino}-1,6-diphenylhexan-2-yl]carbamate",,ORV,,,REL
OSU,N-OCTANOYLSUCROSE,N-OCTANOYL-B-D-FRUCTOFURANOSYL-A-D-GLUCOPYRANOSIDE<br> SUCROSE MONOCAPROYLATE,OSU,,,OBS
OT9,(5R)-4-hydroxy-3-[3-(3-methoxyphenyl)propyl]-5-(2-phenylethyl)furan-2(5H)-one,,OT9,,,REL
OTG,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucopyranose,"ORTHO-TOLUOYLGLUCOSAMINE<br> N-[(2-methylphenyl)carbonyl]-alpha-D-glucosamine<br>
2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucose<br> 2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-D-glucose<br>
2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-glucose
",OTG,PA1,,REL
OTK,"(3S,3aR,4S,6S,6aS,8R,9R,9aR,9bS)-6-(acetyloxy)-4-(butanoyloxy)-3,3a-dihydroxy-3,6,9-trimethyl-2-oxododecahydroazuleno[4,5-b]furan-8-yl (2Z)-2-methylbut-2-enoate",,OTK,,,REL
OTN,2-nitrophenyl 1-thio-beta-D-galactopyranoside,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-(2-nitrophenyl)sulfanyl-oxane-3,4,5-triol<br> 2-nitrophenyl
1-thio-beta-D-galactoside<br> 2-nitrophenyl 1-thio-D-galactoside<br> 2-nitrophenyl 1-thio-galactoside
",OTN,,,REL
OTU,3-O-alpha-D-glucopyranosyl-D-fructose,3-O-alpha-D-glucosyl-D-fructose<br> 3-O-D-glucosyl-D-fructose<br> 3-O-glucosyl-D-fructose,OTU,GLC,,REL
OV6,"~{N}-[(2~{R},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-5-[(2~{S},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-4-[(1-methyl-1,2,3-triazol-4-yl)methoxy]-3,5-bis(oxidanyl)oxan-2-yl]oxy-4-oxidanyl-2-propoxy-oxan-3-yl]ethanamide",,OV6,,,REL
OV8,"[(2~{R},3~{S},4~{S},5~{R})-5-[3-[4-(aminomethyl)-1,2,3-triazol-1-yl]propyl]-3,4-bis(oxidanyl)oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OV8,,,REL
OVB,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-[4-(trifluoromethyloxy)phenyl]-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVB,,,REL
OVD,"~{N}-[(2~{R},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-5-[(2~{S},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,5-bis(oxidanyl)-4-(1~{H}-1,2,3-triazol-4-ylmethoxy)oxan-2-yl]oxy-4-oxidanyl-2-propoxy-oxan-3-yl]ethanamide",,OVD,,,REL
OVE,2'-O-(sulfidophosphinato)adenosine,ADENOSINE-2'-MONOPHOSPHOROTHIOATE,OVE,,,REL
OVH,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-(4-phenyl-1,2,3-triazol-1-yl)propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVH,,,REL
OVK,"[(2~{R},3~{S},4~{R},5~{S})-3,4-bis(oxidanyl)-5-[2-(5-phenyl-1,2,3,4-tetrazol-2-yl)ethyl]oxolan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVK,,,REL
OVL,"(1~{R},25~{R},26~{S},27~{R})-14-[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl]-7-azanyl-26,27-bis(oxidanyl)-28-oxa-2,4,6,9,14,17,21,23-octazatetracyclo[23.2.1.0^{2,10}.0^{3,8}]octacosa-3(8),4,6,9-tetraen-11-yne-16,22-dione",,OVL,,,REL
OVN,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-(4-oxidanylbutyl)-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVN,,,REL
OVQ,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-(4-pyridin-3-yl-1,2,3-triazol-1-yl)propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVQ,,,REL
OVT,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-(2-phenylethyl)-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVT,,,REL
OVW,"[(2~{R},3~{S},4~{S},5~{R})-5-[3-(4-octyl-1,2,3-triazol-1-yl)propyl]-3,4-bis(oxidanyl)oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVW,,,REL
OVZ,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-[[(phenylmethyl)amino]methyl]-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OVZ,,,REL
OW2,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-[[(phenylmethyl)carbamoylamino]methyl]-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OW2,,,REL
OW5,"[(2~{R},3~{S},4~{S},5~{R})-3,4-bis(oxidanyl)-5-[3-[4-(4-pentylphenyl)-1,2,3-triazol-1-yl]propyl]oxan-2-yl]methyl ~{N}-[(2~{S})-2-azanyl-4-methyl-pentanoyl]sulfamate",,OW5,,,REL
OWR,"1-[2-deoxy-5-O-(dihydroxyphosphanyl)-beta-D-erythro-pentofuranosyl]-1H-naphtho[2,3-d]imidazole",,OWR,,,REL
OWU,"(1~{R},23~{R},24~{S},25~{R})-14-[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl]-7-azanyl-24,25-bis(oxidanyl)-20,20-bis(oxidanylidene)-26-oxa-20$l^{6}-thia-2,4,6,9,14,17,21-heptazatetracyclo[21.2.1.0^{2,10}.0^{3,8}]hexacosa-3,5,7,9-tetraen-11-yn-16-one",,OWU,,,REL
OX2,"(1R)-1,5-anhydro-1-(5-methyl-1,3,4-oxadiazol-2-yl)-D-glucitol","2-(BETA-D-GLUCOPYRANOSYL)-5-METHYL-1,3,4-OXADIAZOLE",OX2,,DB03354,REL
OXK,OXALYL-COENZYME A,,OXK,,,REL
OXT,"3-[(4-AMINO-2-METHYLPYRIMIDIN-5-YL)METHYL]-2-{(1R,11R,15S,17R)-19-[(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-4-HYDROXY-3-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]-1,11,15,17-TETRAHYDROXY-12,12-DIMETHYL-15,17-DIOXIDO-6,10-DIOXO-14,16,18-TRIOXA-2-THIA-5,9-DIAZA-15,17-DIPHOSPHANONADEC-1-YL}-5-(2-{[(R)-HYDROXY(PHOSPHONOOXY)PHOSPHORYL]OXY}ETHYL)-4-METHYL-1,3-THIAZOL-3-IUM 
",,OXT,,,REL
OYE,bn7GpppG mRNA 5' cap analog,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2-azanyl-6-oxidanylidene-7-(phenylmethyl)-3~{H}-purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [[(2~{R},3~{S},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] hydrogen phosphate",OYE,,,REL
OYO,"(3~{a}~{S},5~{R},6~{R},6~{a}~{S})-5-(hydroxymethyl)-2,2-dimethyl-3~{a},5,6,6~{a}-tetrahydrofuro[2,3-d][1,3]dioxol-6-ol",,OYO,,,REL
OYW,4-Cl-Bn7GpppG mRNA 5' cap analog,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2-azanyl-7-[(4-chlorophenyl)methyl]-6-oxidanylidene-1~{H}-purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",OYW,,,REL
OZP,9-(5-{[(3S)-3-amino-3-carboxypropyl][3-(3-carbamoylphenyl)propyl]amino}-5-deoxy-alpha-D-ribofuranosyl)-9H-purin-6-amine,,OZP,,,REL
OZR,"N-[(E)-3-[(2R,3S,4S)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitro-benzamide",,OZR,,,REL
OZS,"N-[(E)-3-[(2R,3S,4R,5R)-3,4-dihydroxy-5-[4-(trifluoromethyl)imidazol-1-yl]oxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitro-benzamide",,OZS,,,REL
OZV,"5'-O-[(R)-hydroxy{[(4R,8S)-4,6,8-trihydroxy-2,4,6,8-tetraoxo-1,3,5,7,2lambda~5~,4lambda~5~,6lambda~5~,8lambda~5~-tetroxatetraphosphocan-2-yl]oxy}phosphoryl]adenosine",,OZV,,,REL
OZY,"(1R,2R,3S,4R,6S)-4,6-diamino-2-[(3-O-{2-amino-2,6-dideoxy-6-[({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)amino]-alpha-D-glucopyranosyl}-beta-D-ribofuranosyl)oxy]-3-hydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-D-glucopyranoside",,OZY,,,REL
OZZ,"N-[(E)-3-[(2R,3S,4R,5R)-3,4-dihydroxy-5-(4-oxopyridin-1-yl)oxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitro-benzamide",,OZZ,,,REL
P,"2'-DEOXY-N1,N2-PROPANO GUANOSINE MONOPHOSPHATE
",,P,DG,,REL
P0C,"6-methyl-3-(beta-D-ribofuranosyl)-3,7-dihydro-2H-pyrrolo[2,3-d]pyrimidin-2-one","6-Methyl-3-(beta-D-2-ribofuranosyl)pyrrolo[2,3-d] pyrimidin-2-one",P0C,,,REL
P0V,9-(5-{[(3R)-3-amino-3-carboxypropyl][3-(3-carbamoylphenyl)prop-2-yn-1-yl]amino}-5-deoxy-alpha-D-lyxofuranosyl)-9H-purin-6-amine,,P0V,,,REL
P1D,"((2S,3AS,4R,6S)-4-(HYDROXYMETHYL)-6-(4-OXO-4,5-DIHYDRO-3H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)-TETRAHYDROFURO[3,4-D][1,3]DIOXO
L-2-YL)METHYLPHOSPHONIC ACID
","9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",P1D,,DB04753,REL
P1G,"((2R,4R,6R,6AS)-4-(2-AMINO-6-OXO-1,6-DIHYDROPURIN-9-YL)-6-(HYDROXYMETHYL)-TETRAHYDROFURO[3,4-D][1,3]DIOXOL-2-YL)METHYLPHOSPHONIC ACID","GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",P1G,,DB04754,REL
P1H,"{(2R,3S,4R,5R)-5-[(4S)-3-(AMINOCARBONYL)-4-(2-PROPYLISONICOTINOYL)PYRIDIN-1(4H)-YL]-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL}M
ETHYL [(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN DIPHOSPHATE
",2-PROPYL-ISONICOTINIC-ACYL-NICOTINAMIDE-ADENINE DINUCLEOTIDE,P1H,,,REL
P2G,"(2S,4R,6R,6AS)-4-(2-AMINO-6-OXO-1,6-DIHYDROPURIN-9-YL)-6-(HYDROXYMETHYL)-TETRAHYDROFURO[3,4-D][1,3]DIOXOL-2-YLPHOSPHONI
C ACID
","GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",P2G,,DB04757,REL
P2P,N7-(5'-PHOSPHO-ALPHA-RIBOSYL)-2-HYDROXYPURINE,"PHOSPHORIC ACID MONO-[3,4-DIHYDROXY-5-(5-HYDROXY-BENZOIMIDAZOL-1-YL)TETRAHYDRO-FURAN-2-YLMETHYL] ESTER",P2P,,DB02905,REL
P2T,"2'-O-PROPYL THYMIDINE-5-MONOPHOSPHATE
",,P2T,DT,,REL
P2U,2'-DEOXY-PSEUDOURIDINE-5'MONOPHOSPHATE,,P2U,DU,,REL
P3E,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2-azanyl-7-[(3-methylphenyl)methyl]-6-oxidanylidene-1~{H}-purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [[(2~{R},3~{S},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] hydrogen phosphate",,P3E,,,REL
P3V,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S)-4-{[(4-aminophenyl)sulfonyl](2-methylpropyl)amino}-3,3-dihydroxy-1-phenylbutan-2-yl]carbamate",,P3V,,,REL
P4J,"[(2~{R},3~{R},4~{R},5~{S})-2-(5-azanylimidazol-1-yl)-4-[[bis(oxidanyl)-[tris(oxidanyl)vanadiooxy]vanadio]oxy-bis(oxidanyl)vanadio]oxy-5-[[bis(oxidanyl)-[tris(oxidanyl)vanadiooxy]vanadio]oxymethyl]oxolan-3-yl]oxy-tris(oxidanyl)vanadium",,P4J,,,REL
P4U,"4-propyl, uridine-5'-monophosphate",,P4U,U,,REL
P53,2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucopyranoside,"Salicin-6-phosphate<br> 2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucoside<br> 2-(hydroxymethyl)phenyl
6-O-phosphono-D-glucoside<br> 2-(hydroxymethyl)phenyl 6-O-phosphono-glucoside
",P53,BGC,,REL
P5A,5'-O-(N-(L-PROLYL)-SULFAMOYL)ADENOSINE,,P5A,,DB02510,REL
P5E,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-sulfanyl-phosphoryl] phosphono hydrogen phosphate",,P5E,,,REL
P5L,"(1S,4R,5S,6R,7S,9S,10S,11S,13S,14R)-9-[(2S,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxyoxolan-2-yl]-14-(hexadecanoyloxy)-5,6,13-trihydroxy-8,16-dioxa-2,11-diazatricyclo[9.3.1.1~4,7~]hexadecane-10-carboxylic acid",sphaerimicin analogue,P5L,,,REL
P6D,2'-azidocytidine,,P6D,,,REL
P6P,6-O-phosphono-alpha-D-fructofuranose,alpha fructose-6-phosphate<br> 6-O-phosphono-alpha-D-fructose<br> 6-O-phosphono-D-fructose<br> 6-O-phosphono-fructose,P6P,Z9N,,REL
P75,"4-[[1-[(2~{S},3~{S},5~{R})-2-(hydroxymethyl)-5-[5-methyl-2,4-bis(oxidanylidene)pyrimidin-1-yl]oxolan-3-yl]-1,2,3-triazol-4-yl]methoxy]benzenesulfonamide",,P75,,,REL
P7G,"7-propyl, guanosine-5'-monophosphate",,P7G,G,,REL
P8E,"5,7-diamino-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-non-2-ulopyranosonic acid",,?,,,REL
P8G,"(2~{R},3~{R},4~{S},5~{R},6~{R})-2-(hydroxymethyl)-6-[4-[[(2~{R},3~{S},4~{S},5~{R},6~{R})-2-(hydroxymethyl)-6-[4-[[(2~{R},3~{S},4~{S},5~{R},6~{R})-2-(hydroxymethyl)-6-methoxy-3,5-bis(oxidanyl)oxan-4-yl]oxymethyl]-1,2,3-triazol-1-yl]-3,5-bis(oxidanyl)oxan-4-yl]oxymethyl]-1,2,3-triazol-1-yl]oxane-3,4,5-triol",,P8G,,,REL
P8J,"methyl 3-O-[(1-beta-D-galactopyranosyl-1H-1,2,3-triazol-4-yl)methyl]-beta-D-galactopyranoside",,P8J,,,REL
P9G,diamino(2'-deoxy-5'-guanylic acid-kappaN~8~)(phenanthridine)platinum,,P9G,,,REL
P9X,(5~{S})-5-methyl-4-oxidanylidene-5-phenyl-furan-2-carboxylic acid,Acifran,P9X,,,REL
PA1,2-amino-2-deoxy-alpha-D-glucopyranose,alpah-D-glucosamine<br> 2-amino-2-deoxy-alpha-D-glucose<br> 2-amino-2-deoxy-D-glucose<br> 2-amino-2-deoxy-glucose,?,,,REL
PA3,PAROMOMYCIN (RING 3),,PA3,,,OBS
PA4,PAROMOMYCIN (RING 4),,PA4,,,OBS
PA7,N-PROPYL CARBOXYAMIDO ADENOSINE,,PA7,,,REL
PAD,5-BETA-D-RIBOFURANOSYLPICOLINAMIDE ADENINE-DINUCLEOTIDE,CPAD,PAD,,DB04071,REL
PAJ,PANTOYL ADENYLATE,,PAJ,,DB02694,REL
